Job_Title,Company,Location,Summary,Jobs_Description,Salary
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…","United States Citizenship and the ability to obtain and maintain a Government Clearance is required
The Project:
One of the projects we’re actively working on, is a set of systems for the Air Force. They’re responsible for moving cargo and people all across the globe — kind of like providing FedEx services to the military. We’re working with them to rebuild their web services using fast, in-memory caching data grids and high-volume messaging systems.
Why We Need You:
This project can get complex, but you won’t go it alone! By working with our talented mentors, you will gain experience in open source java technologies, their components, and their effective use in web applications. As a Jr. Java Developer you will get the opportunity to work on an Enterprise service oriented architecture. The code that you write will expose SOAP and REST web services to a variety of applications. At times, you will work with XML schemas; so you should have some a basic understanding of XML, XLST and XQuery, and NameSpaces.
What You Will Do:
Work under the direction of lead developers on complex project issues, and problems
Support the Agile methodology, while understanding each organization applies it to best fit their environment
Develop software in interactive design, build, and test cycles
Check code into our continuous integration pipeline, to incrementally build our overall system and receive immediate feedback on build performance
You’re The Type of Engineer That:
Has the drive to build on your existing knowledge of Java
Adaptable, and loves learning new technologies
Know when to power through a problem, or stop and ask for guidance
Have strong innovative and analytical abilities, and some experience in implementation
Desire to thrive in a start-up environment
Are able to follow direction of project leaders
Tools You Should Have Basic Understanding of:
Java
MongoDB or CouchDB
SpringMVC
Web Services like SOAP and REST
XML, XLST, and XQuery, and NameSpaces
Continuous Integration tools like GIT and Jenkins
Agile/Scrum development process
Knowledge of “push” methodologies like SocketIO is a plus
Qualifications:
Bachelor Degree in Computer Science or a related field
0 – 3 years of Java Development experience
Experience in implementing code (On personal or school projects)
Must be eligible to obtain and maintain a US Security Clearance
Take a look at our benefits!
protected
false",
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,"CBO-Solution Specialist –Java Developer


Are you an experienced, passionate pioneer in technology? A roll-up-your-sleeves Java Developer who wants be part of a collaborative environment? An innovative programmer who can incorporate new ideas in a think-tank and share new ideas with your colleagues? If so, consider an opportunity with our US Delivery Center – we are breaking the mold of a typical Delivery Center.


Our US Delivery Centers have been growing since 2014 with significant, continued growth on the horizon. Interested? Read more about our opportunity below …


Work you’ll do/Responsibilities
Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements
Understand the benefits of process methodologies in conjunction with specific software application tools to enhance client environment
Plan and work with development teams to deliver solutions in accordance to service level agreements
Manage and maintain project goals established for project deliverables
Develop solutions to client problems via use of methodologies and software application tools
Demonstrate accountability to successfully realize client goals

The Team

Our Systems Engineering team delivers large-scale software applications and integrated systems, and assists clients with architecture design, assessment and optimization, and definition. We develop service-oriented architecture (SOA) and other integration solutions to enable information sharing and management between business partners and disparate processes and systems, and we deliver technology enablement to support CIO services transformation.


Systems Engineering professionals focus on key client issues that impact the core business by maximizing operational value, driving down the cost of quality, and enhancing technology innovation. Our teams deliver a wide range of services, including application architecture design and optimization, application modernization, business process management and solution integration, custom application design and development, and large-scale technology delivery program efforts.


Qualifications

Required

Bachelor’s degree or equivalent relevant work experience
Demonstrate strong communication skills to translate technical software solutions to non-technical clients
3+ years of IT experience in software development in developing web applications and client/server applications
Ability to lead and mentor teams to provide technical deliverables in accordance with SDLC methodologies such as SCRUM and Agile
Experience in the Eclipse IDE and Spring Framework.
4 years of strong JAVA Programming experience.
3 years of experience developing web applications utilizing JAVA Enterprise Edition (J2EE), XML, and Web Services at an enterprise level.
2 years of experience with J2EE Framework components such as Servlets, JSP, JDBC, Logging mechanism (ex. Log4J), Transaction Management and Thread Management.
3 years of experience writing SQL/Functions/Procedures in transactional database systems such as Oracle, SQL Server, DB2.
3 years of knowledge on MVC framework like Spring/Struts and ORM tools such as Hibernate, MyBatis.
Must have strong experience in building scalable single page applications deployed in azure (Web jobs, key vault, storage, service bus, SQL) using angular framework.Good understanding of developing Web-services.
Good understanding of HTML UI, CSS and JavaScript.
Strong technical skills including understanding of software development principles.
Preferred Ability to perform code reviews and recommend automated review tools for the project.
Ability to lead teams to provide high performance code reviews and troubleshoot all software development issues
Ability to multi-task and support development teams to ensure timely software development deliverablesTravel up to 20% annually (While 20% travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice.)Must live near, or relocate to, the Lake Mary, FL areaMust be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future

How you’ll grow
At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world.
Benefits
At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits.
Deloitte’s culture
Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.
Corporate citizenship
Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.
Recruiter tips
We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.",
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience","$80,000 - $85,000 a year"
Java Developer,Metro IT Resources,Puerto Rico,"Assume a role in the design, development, and support of mission critical java bases applications.
The analyst will participate in the full development life…","Thank you for your interest in an assignment with Metro IT Resources (METRO).

We are looking for Java Developers who would :
assume a role in the design, development, and support of mission critical java bases applications.
The analyst will participate in the full development life cycle from gathering requirements to implementation and maintenance.

Requirements:
BS in Computer Engineer or Computer Science
Minimum of two (2) to five (5) years of experience in similar position
Strong programming in Java and J2EE
Preferably with experience with some of the following: JSP’s servlets, Struts, JSF and Web Services
Relational databases and SQL
Preferably with experience in Oracle, DB2 and SQL Server Web technologies including HTML, JavaScript and CSSS
Understanding of Linux, Unix, and Windows server environments.


Apply for a Job now!",
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,"Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",$70 an hour
Java Developer,NXLog,United States,"Java/J2EE and various technologies in this ecosystem (JSP, Spring, JDBC, Hibernate, Maven, Tomcat, etc.),.
Knows how to write web services (SOAP, REST, AJAX,…","Location: Remote
Requirements:

Java/J2EE and various technologies in this ecosystem (JSP, Spring, JDBC, Hibernate, Maven, Tomcat, etc.),
Web based application development experience with HTML/HTML5, Javascript and frameworks (jquery, prototype, etc.)


Nice to have:

Knows how to write web services (SOAP, REST, AJAX, etc),
Experience with database systems (SQL/RDBMS, NoSQL),
Scripting languages: shell, perl or python,
Documentation skills
Crypto, SSL/TLS, PKI,
Network protocols on user and programming level,
Secure coding practices,
Development experience with distributed systems,
Good English skills,
Masters degree in Information Technology or similar.
When applying please send us the following to jobs@nxlog.org:
a short cover letter explaining why you are interested in the position,
your CV/resume,
salary requirements (hourly rate).",
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,"Job Description :
Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.

The idea-candidate should have 2-3 years of work experience in software development.

He should be able to work independently and take ownership of work.

Since most of the team will-be placed in the US, the candidate should have excellent communication skills and the ability work with tight deadlines.

Mandatory Skills And Qualifications :
Must have a strong past development background in Java/J2EE with Spring

Fluency with the world of O/R mapping tools in Java: Hibernate, Spring JDBC, etc.

Great knowledge of OOPS concepts and Design Patterns

Ability to understand complex concepts and bridge the gap between technology and business.",
Sr. Java Developer,svprofessionals,United States,"Plans and coordinates preparation of project documentation, such as engineering drawings, production specifications and schedules, and contract modifications,…","Plans and coordinates preparation of project documentation, such as engineering drawings, production specifications and schedules, and contract modifications, to ensure customer contract requirements are met. Reviews contract to determine documentation required for each phase of project, applying knowledge of engineering and manufacturing processes. Analyzes proposed changes of product design to determine effect on overall product and system. Coordinates modification records for management control. Establishes change orders and prepares for change authorization and documentation by company and subcontractor. Reviews and analyzes released engineering change data and coordinates changes with engineering, quality, support, manufacturing, and engineering data control activities.


Manages a segment of a program or a function. Responsible for the direct supervision/management of the staff. Responsible for providing objective-oriented direction to subordinates utilizing management guidelines & general policies. Program Manager responsibilities include: planning and program performance addressing cost, schedule, technical performance, and quality of a work package, subsystem, or related group of work packages on a large system development-type contract or full responsibility for all aspects of program performance on a large delivery order or mid-size technical services-type contract.


Oversees projects and task assigned to the organizational group performed by non-exempt and/or exempt employees. Becomes involved only when required to assist in meeting schedules or to resolve technical or operational problems. May accomplish results through lower level supervisor or exempt employees.",
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.","Responsibilities

Java developer position will help analyze user needs and define site objectives. They will use programming languages and software to build applications. Design and implement efficient Ur’s for internet and intranet applications. Work together with other developers to produce optimal outcomes.

Experience required : 1 year

Number of posts : 1
Required Languages
Java
Python
Spring Boot
Following Degrees
Computer Science
Information Technology",
"Quantitative Software Developer (Java)
new",Federal Reserve Bank of New York,"New York, NY 10038 (Financial District area)","Federal Reserve Bank of New York.
Full-time / Part-time Full-time.
Your role as Quantitative Software Developer (Java):
Experience with AWS is a big plus.","Quantitative Software Developer (Java)-264694
Federal Reserve Bank of New York
Primary Location NY-New York City
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel No
Shift Day Job
Working at the Federal Reserve Bank of New York positions you at the center of the financial world with a unique perspective on national and international markets and economies. You will work in an environment with a diverse group of experienced professionals to foster and support the safety, soundness, and vitality of our economic and financial systems. It is a challenge that demands the skills of a financial service professional and the intelligence of an academic—all combined with a passion for public service.

What we do:
The Markets Group of the Federal Reserve Bank of New York implements monetary policy on behalf of the Federal Reserve System and acts as fiscal agent for the U.S. Treasury. The Rapid Solutions Team (RST) is a dedicated, development team that provides small-scale technology solutions to meet critical Markets business functions such as monetary policy implementation (trading).

Your role as Quantitative Software Developer (Java):

Work with all business groups under Markets on many tactical or small scale projects such as model implementation/integrations, pre-trade/post-trade analytics and data visualizations.
Build secure, easily-integrated, maintainable Java or Excel based solutions to bridge operational gaps and to promote the business decision process
Implement analytics/models and build visualization tools using MATLAB and Excel for users to conduct ad-hoc analysis
Leverage full potential of AWS to build future modeling and analytical environments

What we are looking for:

Strong experience (5+ years) with Java/Web Development (J2EE and Angular)
Experience with AWS is a big plus
Experience with Excel/VBA/Add-in is a plus
Knowledge of statistical software package (MATLAB, R or Python), and Bloomberg API
Knowledge of financial and macroeconomic concepts.
Benefits:
Our organization offers benefits that are the best fit for you at every stage of your career:

Fully paid Pension plan and 401k with Generous Match
Comprehensive Insurance Plans (Medical, Dental and Vision including Flexible Spending Accounts and HSA)
Subsidized Public Transportation Program
Tuition Assistance Program
Onsite Fitness & Wellness Center
Flexible Work Arrangements
And more which you can find here

Please note that the position requires access to confidential supervisory information and/or FOMC information, which is limited to ""Protected Individuals"" as defined in the U.S. federal immigration law. Protected Individuals include, but are not limited to, U.S. citizens, U.S. nationals, and U.S. permanent residents who either are not yet eligible to apply for naturalization or who have applied for naturalization within the requisite timeframe. Candidates who are permanent residents may be eligible for the information access required for this position if they sign a declaration of intent to become a U.S. citizen and pursue a path to citizenship and meet other eligibility requirements.

In addition, all candidates must undergo an enhanced background check and comply with all applicable information handling rules.

The Federal Reserve Bank of New York is committed to a diverse workforce and to providing equal employment opportunity to all persons without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, age, genetic information, disability, or military service.",
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…","United States Citizenship and the ability to obtain and maintain a Government Clearance is required
The Project:
One of the projects we’re actively working on, is a set of systems for the Air Force. They’re responsible for moving cargo and people all across the globe — kind of like providing FedEx services to the military. We’re working with them to rebuild their web services using fast, in-memory caching data grids and high-volume messaging systems.
Why We Need You:
This project can get complex, but you won’t go it alone! By working with our talented mentors, you will gain experience in open source java technologies, their components, and their effective use in web applications. As a Jr. Java Developer you will get the opportunity to work on an Enterprise service oriented architecture. The code that you write will expose SOAP and REST web services to a variety of applications. At times, you will work with XML schemas; so you should have some a basic understanding of XML, XLST and XQuery, and NameSpaces.
What You Will Do:
Work under the direction of lead developers on complex project issues, and problems
Support the Agile methodology, while understanding each organization applies it to best fit their environment
Develop software in interactive design, build, and test cycles
Check code into our continuous integration pipeline, to incrementally build our overall system and receive immediate feedback on build performance
You’re The Type of Engineer That:
Has the drive to build on your existing knowledge of Java
Adaptable, and loves learning new technologies
Know when to power through a problem, or stop and ask for guidance
Have strong innovative and analytical abilities, and some experience in implementation
Desire to thrive in a start-up environment
Are able to follow direction of project leaders
Tools You Should Have Basic Understanding of:
Java
MongoDB or CouchDB
SpringMVC
Web Services like SOAP and REST
XML, XLST, and XQuery, and NameSpaces
Continuous Integration tools like GIT and Jenkins
Agile/Scrum development process
Knowledge of “push” methodologies like SocketIO is a plus
Qualifications:
Bachelor Degree in Computer Science or a related field
0 – 3 years of Java Development experience
Experience in implementing code (On personal or school projects)
Must be eligible to obtain and maintain a US Security Clearance
Take a look at our benefits!
protected
false",
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,"CBO-Solution Specialist –Java Developer


Are you an experienced, passionate pioneer in technology? A roll-up-your-sleeves Java Developer who wants be part of a collaborative environment? An innovative programmer who can incorporate new ideas in a think-tank and share new ideas with your colleagues? If so, consider an opportunity with our US Delivery Center – we are breaking the mold of a typical Delivery Center.


Our US Delivery Centers have been growing since 2014 with significant, continued growth on the horizon. Interested? Read more about our opportunity below …


Work you’ll do/Responsibilities
Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements
Understand the benefits of process methodologies in conjunction with specific software application tools to enhance client environment
Plan and work with development teams to deliver solutions in accordance to service level agreements
Manage and maintain project goals established for project deliverables
Develop solutions to client problems via use of methodologies and software application tools
Demonstrate accountability to successfully realize client goals

The Team

Our Systems Engineering team delivers large-scale software applications and integrated systems, and assists clients with architecture design, assessment and optimization, and definition. We develop service-oriented architecture (SOA) and other integration solutions to enable information sharing and management between business partners and disparate processes and systems, and we deliver technology enablement to support CIO services transformation.


Systems Engineering professionals focus on key client issues that impact the core business by maximizing operational value, driving down the cost of quality, and enhancing technology innovation. Our teams deliver a wide range of services, including application architecture design and optimization, application modernization, business process management and solution integration, custom application design and development, and large-scale technology delivery program efforts.


Qualifications

Required

Bachelor’s degree or equivalent relevant work experience
Demonstrate strong communication skills to translate technical software solutions to non-technical clients
3+ years of IT experience in software development in developing web applications and client/server applications
Ability to lead and mentor teams to provide technical deliverables in accordance with SDLC methodologies such as SCRUM and Agile
Experience in the Eclipse IDE and Spring Framework.
4 years of strong JAVA Programming experience.
3 years of experience developing web applications utilizing JAVA Enterprise Edition (J2EE), XML, and Web Services at an enterprise level.
2 years of experience with J2EE Framework components such as Servlets, JSP, JDBC, Logging mechanism (ex. Log4J), Transaction Management and Thread Management.
3 years of experience writing SQL/Functions/Procedures in transactional database systems such as Oracle, SQL Server, DB2.
3 years of knowledge on MVC framework like Spring/Struts and ORM tools such as Hibernate, MyBatis.
Must have strong experience in building scalable single page applications deployed in azure (Web jobs, key vault, storage, service bus, SQL) using angular framework.Good understanding of developing Web-services.
Good understanding of HTML UI, CSS and JavaScript.
Strong technical skills including understanding of software development principles.
Preferred Ability to perform code reviews and recommend automated review tools for the project.
Ability to lead teams to provide high performance code reviews and troubleshoot all software development issues
Ability to multi-task and support development teams to ensure timely software development deliverablesTravel up to 20% annually (While 20% travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice.)Must live near, or relocate to, the Lake Mary, FL areaMust be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future

How you’ll grow
At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world.
Benefits
At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits.
Deloitte’s culture
Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.
Corporate citizenship
Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.
Recruiter tips
We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.",
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience","$80,000 - $85,000 a year"
Java Developer,Metro IT Resources,Puerto Rico,"Assume a role in the design, development, and support of mission critical java bases applications.
The analyst will participate in the full development life…","Thank you for your interest in an assignment with Metro IT Resources (METRO).

We are looking for Java Developers who would :
assume a role in the design, development, and support of mission critical java bases applications.
The analyst will participate in the full development life cycle from gathering requirements to implementation and maintenance.

Requirements:
BS in Computer Engineer or Computer Science
Minimum of two (2) to five (5) years of experience in similar position
Strong programming in Java and J2EE
Preferably with experience with some of the following: JSP’s servlets, Struts, JSF and Web Services
Relational databases and SQL
Preferably with experience in Oracle, DB2 and SQL Server Web technologies including HTML, JavaScript and CSSS
Understanding of Linux, Unix, and Windows server environments.


Apply for a Job now!",
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,"Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",$70 an hour
Java Developer,NXLog,United States,"Java/J2EE and various technologies in this ecosystem (JSP, Spring, JDBC, Hibernate, Maven, Tomcat, etc.),.
Knows how to write web services (SOAP, REST, AJAX,…","Location: Remote
Requirements:

Java/J2EE and various technologies in this ecosystem (JSP, Spring, JDBC, Hibernate, Maven, Tomcat, etc.),
Web based application development experience with HTML/HTML5, Javascript and frameworks (jquery, prototype, etc.)


Nice to have:

Knows how to write web services (SOAP, REST, AJAX, etc),
Experience with database systems (SQL/RDBMS, NoSQL),
Scripting languages: shell, perl or python,
Documentation skills
Crypto, SSL/TLS, PKI,
Network protocols on user and programming level,
Secure coding practices,
Development experience with distributed systems,
Good English skills,
Masters degree in Information Technology or similar.
When applying please send us the following to jobs@nxlog.org:
a short cover letter explaining why you are interested in the position,
your CV/resume,
salary requirements (hourly rate).",
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,"Job Description :
Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.

The idea-candidate should have 2-3 years of work experience in software development.

He should be able to work independently and take ownership of work.

Since most of the team will-be placed in the US, the candidate should have excellent communication skills and the ability work with tight deadlines.

Mandatory Skills And Qualifications :
Must have a strong past development background in Java/J2EE with Spring

Fluency with the world of O/R mapping tools in Java: Hibernate, Spring JDBC, etc.

Great knowledge of OOPS concepts and Design Patterns

Ability to understand complex concepts and bridge the gap between technology and business.",
Sr. Java Developer,svprofessionals,United States,"Plans and coordinates preparation of project documentation, such as engineering drawings, production specifications and schedules, and contract modifications,…","Plans and coordinates preparation of project documentation, such as engineering drawings, production specifications and schedules, and contract modifications, to ensure customer contract requirements are met. Reviews contract to determine documentation required for each phase of project, applying knowledge of engineering and manufacturing processes. Analyzes proposed changes of product design to determine effect on overall product and system. Coordinates modification records for management control. Establishes change orders and prepares for change authorization and documentation by company and subcontractor. Reviews and analyzes released engineering change data and coordinates changes with engineering, quality, support, manufacturing, and engineering data control activities.


Manages a segment of a program or a function. Responsible for the direct supervision/management of the staff. Responsible for providing objective-oriented direction to subordinates utilizing management guidelines & general policies. Program Manager responsibilities include: planning and program performance addressing cost, schedule, technical performance, and quality of a work package, subsystem, or related group of work packages on a large system development-type contract or full responsibility for all aspects of program performance on a large delivery order or mid-size technical services-type contract.


Oversees projects and task assigned to the organizational group performed by non-exempt and/or exempt employees. Becomes involved only when required to assist in meeting schedules or to resolve technical or operational problems. May accomplish results through lower level supervisor or exempt employees.",
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.","Responsibilities

Java developer position will help analyze user needs and define site objectives. They will use programming languages and software to build applications. Design and implement efficient Ur’s for internet and intranet applications. Work together with other developers to produce optimal outcomes.

Experience required : 1 year

Number of posts : 1
Required Languages
Java
Python
Spring Boot
Following Degrees
Computer Science
Information Technology",
"Quantitative Software Developer (Java)
new",Federal Reserve Bank of New York,"New York, NY 10038 (Financial District area)","Federal Reserve Bank of New York.
Full-time / Part-time Full-time.
Your role as Quantitative Software Developer (Java):
Experience with AWS is a big plus.","Quantitative Software Developer (Java)-264694
Federal Reserve Bank of New York
Primary Location NY-New York City
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel No
Shift Day Job
Working at the Federal Reserve Bank of New York positions you at the center of the financial world with a unique perspective on national and international markets and economies. You will work in an environment with a diverse group of experienced professionals to foster and support the safety, soundness, and vitality of our economic and financial systems. It is a challenge that demands the skills of a financial service professional and the intelligence of an academic—all combined with a passion for public service.

What we do:
The Markets Group of the Federal Reserve Bank of New York implements monetary policy on behalf of the Federal Reserve System and acts as fiscal agent for the U.S. Treasury. The Rapid Solutions Team (RST) is a dedicated, development team that provides small-scale technology solutions to meet critical Markets business functions such as monetary policy implementation (trading).

Your role as Quantitative Software Developer (Java):

Work with all business groups under Markets on many tactical or small scale projects such as model implementation/integrations, pre-trade/post-trade analytics and data visualizations.
Build secure, easily-integrated, maintainable Java or Excel based solutions to bridge operational gaps and to promote the business decision process
Implement analytics/models and build visualization tools using MATLAB and Excel for users to conduct ad-hoc analysis
Leverage full potential of AWS to build future modeling and analytical environments

What we are looking for:

Strong experience (5+ years) with Java/Web Development (J2EE and Angular)
Experience with AWS is a big plus
Experience with Excel/VBA/Add-in is a plus
Knowledge of statistical software package (MATLAB, R or Python), and Bloomberg API
Knowledge of financial and macroeconomic concepts.
Benefits:
Our organization offers benefits that are the best fit for you at every stage of your career:

Fully paid Pension plan and 401k with Generous Match
Comprehensive Insurance Plans (Medical, Dental and Vision including Flexible Spending Accounts and HSA)
Subsidized Public Transportation Program
Tuition Assistance Program
Onsite Fitness & Wellness Center
Flexible Work Arrangements
And more which you can find here

Please note that the position requires access to confidential supervisory information and/or FOMC information, which is limited to ""Protected Individuals"" as defined in the U.S. federal immigration law. Protected Individuals include, but are not limited to, U.S. citizens, U.S. nationals, and U.S. permanent residents who either are not yet eligible to apply for naturalization or who have applied for naturalization within the requisite timeframe. Candidates who are permanent residents may be eligible for the information access required for this position if they sign a declaration of intent to become a U.S. citizen and pursue a path to citizenship and meet other eligibility requirements.

In addition, all candidates must undergo an enhanced background check and comply with all applicable information handling rules.

The Federal Reserve Bank of New York is committed to a diverse workforce and to providing equal employment opportunity to all persons without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, age, genetic information, disability, or military service.",
